time,GSR,,,,,,,,,,
-117.04,32.73,,,,,,,,,,
-118.08,34.14,,,,,,,,,,
-121.07,39.2,,,,,,,,,,
-117.12,32.66,,,,,,,,,,
-118.13,34.13,,,,,,,,,,
-122.22,37.88,,,,,,,,,,
-122.52,37.93,,,,,,,,,,
-122.09,37.63,,,,,,,,,,
-117.97,33.82,,,,,,,,,,
-118.28,34.05,,,,,,,,,,
-118.39,33.79,,,,,,,,,,
-122.4,37.58,,,,,,,,,,
-118.26,34.06,,,,,,,,,,
-122.16,37.48,,,,,,,,,,
-117.43,34.11,,,,,,,,,,
-118.28,33.93,,,,,,,,,,
-118.37,33.95,,,,,,,,,,
-121.49,38.56,,,,,,,,,,
-121.8,38.55,,,,,,,,,,
-122.19,39.92,,,,,,,,,,
-118.01,33.84,,,,,,,,,,
-118.31,33.96,,,,,,,,,,
-121.06,39.22,,,,,,,,,,
-121.35,38.61,,,,,,,,,,
-118.31,33.99,,,,,,,,,,
-121.93,37.27,,,,,,,,,,
-117.31,33.17,,,,,,,,,,
-120.89,37.48,,,,,,,,,,
-119.47,35.14,,,,,,,,,,
-118.41,34.18,,,,,,,,,,
-119.81,36.7,,,,,,,,,,
-117.08,33.16,,,,,,,,,,
-119.27,35.87,,,,,,,,,,
-122.31,40.75,,,,,,,,,,
-117.2,33.29,,,,,,,,,,
-118.43,34.26,,,,,,,,,,
-121.52,39.51,,,,,,,,,,
-118.77,34.27,,,,,,,,,,
-124.1,40.95,,,,,,,,,,
-117.15,32.8,,,,,,,,,,
-118.37,34.16,,,,,,,,,,
-122.5,37.74,,,,,,,,,,
-120.92,39.56,,,,,,,,,,
-122.47,38.51,,,,,,,,,,
-117.89,33.61,,,,,,,,,,
-121.35,38.4,,,,,,,,,,
-117.92,34.12,,,,,,,,,,
-118.31,33.8,,,,,,,,,,
-120.35,37.04,,,,,,,,,,
-122,37.31,,,,,,,,,,
-118.01,33.95,,,,,,,,,,
-118.07,34.09,,,,,,,,,,
-117.5,33.92,,,,,,,,,,
-123.74,40.66,,,,,,,,,,
-122.03,37.91,,,,,,,,,,
-118.91,34.22,,,,,,,,,,
-117.96,34.14,,,,,,,,,,
-121.8,38.01,,,,,,,,,,
-122.29,37.53,,,,,,,,,,
-122.14,37.67,,,,,,,,,,
-117.85,33.79,,,,,,,,,,
-122.1,37.65,,,,,,,,,,
-122.12,37.91,,,,,,,,,,
-119.29,36.32,,,,,,,,,,
-117.4,34.01,,,,,,,,,,
-117.06,32.77,,,,,,,,,,
-118.3,34.25,,,,,,,,,,
-122.23,40.15,,,,,,,,,,
-117.91,33.82,,,,,,,,,,
-122.53,37.97,,,,,,,,,,
-121.79,37,,,,,,,,,,
-118.46,33.99,,,,,,,,,,
-118.03,33.97,,,,,,,,,,
-122.32,38,,,,,,,,,,
-118.28,34.17,,,,,,,,,,
-119.14,36.06,,,,,,,,,,
-117.13,34.07,,,,,,,,,,
-120.67,35.3,,,,,,,,,,
-118.06,34.12,,,,,,,,,,
-122.39,40.57,,,,,,,,,,
-118.39,33.88,,,,,,,,,,
-118.16,34.02,,,,,,,,,,
-122.58,37.98,,,,,,,,,,
-118.02,33.92,,,,,,,,,,
-119.7,34.4,,,,,,,,,,
-122.68,38.43,,,,,,,,,,
-121.35,38.59,,,,,,,,,,
-121.98,37.27,,,,,,,,,,
-118.08,34.58,,,,,,,,,,
-118.25,34.06,,,,,,,,,,
-122.25,37.82,,,,,,,,,,
-119.05,34.35,,,,,,,,,,
-117.54,33.76,,,,,,,,,,
-118.21,33.88,,,,,,,,,,
-117.2,32.79,,,,,,,,,,
-120.96,37.59,,,,,,,,,,
-118.24,34.01,,,,,,,,,,
-118.27,34,,,,,,,,,,
-122.25,37.89,,,,,,,,,,
-117.3,34.09,,,,,,,,,,
-120.91,37.74,,,,,,,,,,
-122.16,38.9,,,,,,,,,,
-118.31,33.89,,,,,,,,,,
-118.18,34.02,,,,,,,,,,
-117.97,33.75,,,,,,,,,,
-117.95,35.08,,,,,,,,,,
-118.03,33.91,,,,,,,,,,
-118.38,33.97,,,,,,,,,,
-119.82,36.72,,,,,,,,,,
-122.06,37.68,,,,,,,,,,
-122.41,40.55,,,,,,,,,,
-117.88,33.72,,,,,,,,,,
-120.8,38.31,,,,,,,,,,
-118.1,34.17,,,,,,,,,,
-118.09,34.12,,,,,,,,,,
-118.31,34.06,,,,,,,,,,
-118.02,33.8,,,,,,,,,,
-121.94,37.28,,,,,,,,,,
-117.95,34.08,,,,,,,,,,
-118.15,33.94,,,,,,,,,,
-121.81,37.99,,,,,,,,,,
-121.81,38.58,,,,,,,,,,
-121.28,38.77,,,,,,,,,,
-118.43,34.01,,,,,,,,,,
-121.38,38.59,,,,,,,,,,
-117.68,35.65,,,,,,,,,,
-117.69,33.58,,,,,,,,,,
-118.24,34,,,,,,,,,,
-117.7,33.6,,,,,,,,,,
-118.38,33.86,,,,,,,,,,
-117.05,32.61,,,,,,,,,,
-121.38,38.64,,,,,,,,,,
-117.1,32.74,,,,,,,,,,
-122.47,37.76,,,,,,,,,,
-117.84,33.76,,,,,,,,,,
-122.26,37.88,,,,,,,,,,
-118.4,33.87,,,,,,,,,,
-122.37,38.33,,,,,,,,,,
-117.98,34.01,,,,,,,,,,
-122.7,38.45,,,,,,,,,,
-118.41,33.97,,,,,,,,,,
-121.92,37.3,,,,,,,,,,
-122.11,37.37,,,,,,,,,,
-121.87,37.39,,,,,,,,,,
-120.18,39.14,,,,,,,,,,
-117.06,32.76,,,,,,,,,,
-117.24,33.93,,,,,,,,,,
-118.25,33.98,,,,,,,,,,
-117.8,33.68,,,,,,,,,,
-119.78,36.37,,,,,,,,,,
-117.04,32.7,,,,,,,,,,
-118.29,34,,,,,,,,,,
-118.36,34.06,,,,,,,,,,
-122.42,37.62,,,,,,,,,,
-118.42,34.25,,,,,,,,,,
-121.1,38.95,,,,,,,,,,
-117.74,34.05,,,,,,,,,,
-122.39,37.74,,,,,,,,,,
-118.37,34.08,,,,,,,,,,
-122.08,37.87,,,,,,,,,,
-118.44,34.2,,,,,,,,,,
-121.37,38.56,,,,,,,,,,
-122.1,37.93,,,,,,,,,,
-117.22,32.95,,,,,,,,,,
-122.13,37.46,,,,,,,,,,
-122.3,38.29,,,,,,,,,,
-123.41,40.61,,,,,,,,,,
-120.77,37.01,,,,,,,,,,
-118.8,34.41,,,,,,,,,,
-119.27,34.27,,,,,,,,,,
-122.47,37.74,,,,,,,,,,
-118.26,34.13,,,,,,,,,,
-119.77,36.76,,,,,,,,,,
-124.16,41.92,,,,,,,,,,
-119.03,36.13,,,,,,,,,,
-122.18,37.79,,,,,,,,,,
-123.85,39.39,,,,,,,,,,
-122.7,38.33,,,,,,,,,,
-118.1,33.85,,,,,,,,,,
-117.99,34.08,,,,,,,,,,
-121.93,37.73,,,,,,,,,,
-118.44,34.23,,,,,,,,,,
-118.32,34.26,,,,,,,,,,
-118.15,34.11,,,,,,,,,,
-117.74,34.04,,,,,,,,,,
-121.35,38.28,,,,,,,,,,
-122.75,39.01,,,,,,,,,,
-120.66,35.46,,,,,,,,,,
-122.62,38.92,,,,,,,,,,
-117.22,34.26,,,,,,,,,,
-117.92,33.75,,,,,,,,,,
-122.28,37.81,,,,,,,,,,
-118.12,33.81,,,,,,,,,,
-119.19,36.06,,,,,,,,,,
-117.97,34.07,,,,,,,,,,
-118.09,34.03,,,,,,,,,,
-121.93,37.28,,,,,,,,,,
-122.65,38.96,,,,,,,,,,
-122.49,37.75,,,,,,,,,,
-122.31,37.56,,,,,,,,,,
-121.27,38.14,,,,,,,,,,
-118.39,34.23,,,,,,,,,,
-118.39,34.07,,,,,,,,,,
-117.15,32.92,,,,,,,,,,
-122.09,37.38,,,,,,,,,,
-117.06,32.61,,,,,,,,,,
-122.33,37.91,,,,,,,,,,
-116.92,32.76,,,,,,,,,,
-116,34.12,,,,,,,,,,
-117.69,33.6,,,,,,,,,,
-117.23,33.91,,,,,,,,,,
-117.18,34.04,,,,,,,,,,
-121.33,38.28,,,,,,,,,,
-121.88,37.32,,,,,,,,,,
-122.52,37.97,,,,,,,,,,
-117.77,34.06,,,,,,,,,,
-121.01,37.72,,,,,,,,,,
-117.33,33.87,,,,,,,,,,
-118.24,33.97,,,,,,,,,,
-117.8,33.89,,,,,,,,,,
-119.62,36.56,,,,,,,,,,
-122.16,37.69,,,,,,,,,,
-117.97,33.8,,,,,,,,,,
-120.87,37.76,,,,,,,,,,
-120.46,37.31,,,,,,,,,,
-118.23,34.14,,,,,,,,,,
-121.07,38.66,,,,,,,,,,
-120.09,36.95,,,,,,,,,,
-118.21,33.96,,,,,,,,,,
-122.63,38.23,,,,,,,,,,
-119.4,36.25,,,,,,,,,,
-117.38,33.21,,,,,,,,,,
-117.25,32.8,,,,,,,,,,
-122.23,40.57,,,,,,,,,,
-121.23,38.79,,,,,,,,,,
-121.55,40.48,,,,,,,,,,
-117.89,33.92,,,,,,,,,,
-117.23,32.72,,,,,,,,,,
-117.92,33.79,,,,,,,,,,
-117.58,34.11,,,,,,,,,,
-120.85,38.69,,,,,,,,,,
-121.53,38.48,,,,,,,,,,
-117.21,32.82,,,,,,,,,,
-117.35,34.13,,,,,,,,,,
-118.17,33.79,,,,,,,,,,
-118.3,34.26,,,,,,,,,,
-118.02,33.83,,,,,,,,,,
-116.99,33.01,,,,,,,,,,
-122.56,38.01,,,,,,,,,,
-118.15,34.1,,,,,,,,,,
-117.93,33.73,,,,,,,,,,
-121.09,38.03,,,,,,,,,,
-116.66,33.09,,,,,,,,,,
-118.26,33.83,,,,,,,,,,
-117.94,33.93,,,,,,,,,,
-116.93,32.83,,,,,,,,,,
-122.29,37.85,,,,,,,,,,
-122.48,37.67,,,,,,,,,,
-119.33,36.31,,,,,,,,,,
-118.41,34.21,,,,,,,,,,
-119.5,34.35,,,,,,,,,,
-118.33,34.11,,,,,,,,,,
-118.3,34.1,,,,,,,,,,
-119.75,34.4,,,,,,,,,,
-120.94,39.32,,,,,,,,,,
-117.68,35.61,,,,,,,,,,
-122.27,38.12,,,,,,,,,,
-118.21,34.11,,,,,,,,,,
-117.23,33.1,,,,,,,,,,
-119.46,35.14,,,,,,,,,,
-119.78,36.76,,,,,,,,,,
-117.81,33.66,,,,,,,,,,
-119.29,34.31,,,,,,,,,,
-122.41,37.61,,,,,,,,,,
-120.32,37.29,,,,,,,,,,
-118.37,34.16,,,,,,,,,,
-122.05,37.05,,,,,,,,,,
-118.46,34.03,,,,,,,,,,
-117.12,32.76,,,,,,,,,,
-122.04,37.57,,,,,,,,,,
-121.97,37.36,,,,,,,,,,
-121.28,38.53,,,,,,,,,,
-119.09,35.3,,,,,,,,,,
-121.75,36.91,,,,,,,,,,
-121.86,38,,,,,,,,,,
-118.53,34.45,,,,,,,,,,
-117.94,33.81,,,,,,,,,,
-119.84,34.45,,,,,,,,,,
-118.24,33.91,,,,,,,,,,
-117.06,33.14,,,,,,,,,,
-120.98,37.67,,,,,,,,,,
-117.74,34.09,,,,,,,,,,
-118.18,34.01,,,,,,,,,,
-118.24,33.89,,,,,,,,,,
-123.08,40.4,,,,,,,,,,
-117.32,34.07,,,,,,,,,,
-118.24,33.85,,,,,,,,,,
-122.23,37.78,,,,,,,,,,
-121.18,38.78,,,,,,,,,,
-118.1,33.91,,,,,,,,,,
-121.97,38.04,,,,,,,,,,
-118.47,34,,,,,,,,,,
-119.31,36.39,,,,,,,,,,
-122.17,37.71,,,,,,,,,,
-122.49,37.68,,,,,,,,,,
-121.3,37.98,,,,,,,,,,
-121.37,38.57,,,,,,,,,,
-122.08,37.61,,,,,,,,,,
-117.11,32.57,,,,,,,,,,
-122.09,37.4,,,,,,,,,,
-122.01,36.98,,,,,,,,,,
-118.25,34,,,,,,,,,,
-117.83,33.66,,,,,,,,,,
-121.96,37.74,,,,,,,,,,
-119.81,36.73,,,,,,,,,,
-118.62,34.06,,,,,,,,,,
-122.35,37.96,,,,,,,,,,
-119.06,36.1,,,,,,,,,,
-122.47,37.75,,,,,,,,,,
-122.54,37.9,,,,,,,,,,
-119.73,36.76,,,,,,,,,,
-122.03,36.96,,,,,,,,,,
-119.75,36.78,,,,,,,,,,
-117.3,33.06,,,,,,,,,,
-121.99,36.96,,,,,,,,,,
-120.73,39.63,,,,,,,,,,
-118.48,34.03,,,,,,,,,,
-118.22,33.95,,,,,,,,,,
-118.24,33.97,,,,,,,,,,
-117.82,35.03,,,,,,,,,,
-117.02,32.7,,,,,,,,,,
-122.35,37.94,,,,,,,,,,
-119.8,36.78,,,,,,,,,,
-122.19,37.48,,,,,,,,,,
-122.38,37.59,,,,,,,,,,
-122.15,37.75,,,,,,,,,,
-119.35,36.19,,,,,,,,,,
-120.45,34.95,,,,,,,,,,
-122.28,38.29,,,,,,,,,,
-122.26,37.84,,,,,,,,,,
-122.3,37.81,,,,,,,,,,
-118.22,33.9,,,,,,,,,,
-117.67,33.64,,,,,,,,,,
-122.02,37.01,,,,,,,,,,
-117.38,33.19,,,,,,,,,,
-118.01,34.08,,,,,,,,,,
-118.6,34.13,,,,,,,,,,
-118.52,34.2,,,,,,,,,,
-118.42,34.27,,,,,,,,,,
-122.08,37.71,,,,,,,,,,
-117.65,33.57,,,,,,,,,,
-120.54,37.68,,,,,,,,,,
-118.31,34.05,,,,,,,,,,
-122.42,37.6,,,,,,,,,,
-118.18,33.98,,,,,,,,,,
-121.25,36.32,,,,,,,,,,
-118.17,34.69,,,,,,,,,,
-120.33,39.3,,,,,,,,,,
-118.38,34.06,,,,,,,,,,
-119.78,36.73,,,,,,,,,,
-118.33,33.97,,,,,,,,,,
-118.37,34.06,,,,,,,,,,
-119,35.39,,,,,,,,,,
-117.95,33.87,,,,,,,,,,
-118.38,34.58,,,,,,,,,,
-118.29,34.08,,,,,,,,,,
-120.97,37.68,,,,,,,,,,
-122.28,37.87,,,,,,,,,,
-118.14,33.88,,,,,,,,,,
-122.06,37.38,,,,,,,,,,
-118.54,34.27,,,,,,,,,,
-117.88,33.84,,,,,,,,,,
-118.3,34.19,,,,,,,,,,
-117.84,33.8,,,,,,,,,,
-121.27,38.65,,,,,,,,,,
-117.88,33.87,,,,,,,,,,
-119.88,34.42,,,,,,,,,,
-118.48,34.01,,,,,,,,,,
-116.95,33.86,,,,,,,,,,
-117.67,33.51,,,,,,,,,,
-118.35,34.04,,,,,,,,,,
-124.16,40.8,,,,,,,,,,
-118.35,34.05,,,,,,,,,,
-119.08,34.35,,,,,,,,,,
-122.51,37.78,,,,,,,,,,
-118.36,34.14,,,,,,,,,,
-121.96,37.55,,,,,,,,,,
-117.19,32.77,,,,,,,,,,
-118.09,33.89,,,,,,,,,,
-121.76,36.9,,,,,,,,,,
-118.14,33.92,,,,,,,,,,
-119.06,34.36,,,,,,,,,,
-118.12,34.16,,,,,,,,,,
-117.8,34.15,,,,,,,,,,
-120.04,39.24,,,,,,,,,,
-121.47,38.48,,,,,,,,,,
-122.27,37.54,,,,,,,,,,
-122.02,37.54,,,,,,,,,,
-121.38,38.4,,,,,,,,,,
-122.04,37.35,,,,,,,,,,
-117.12,32.76,,,,,,,,,,
-117.34,34.18,,,,,,,,,,
-121.02,37.67,,,,,,,,,,
-119.06,34.38,,,,,,,,,,
-118.16,33.91,,,,,,,,,,
-121.92,37.34,,,,,,,,,,
-119.03,34.21,,,,,,,,,,
-121.96,37.34,,,,,,,,,,
-114.61,33.62,,,,,,,,,,
-117.27,33.15,,,,,,,,,,
-121.37,38.62,,,,,,,,,,
-118.18,33.82,,,,,,,,,,
-118.02,33.77,,,,,,,,,,
-120.05,34.47,,,,,,,,,,
-118.25,34.01,,,,,,,,,,
-119.54,38.51,,,,,,,,,,
-117.27,34.5,,,,,,,,,,
-121.96,36.99,,,,,,,,,,
-118.19,34.04,,,,,,,,,,
-121.28,37.95,,,,,,,,,,
-117.96,33.79,,,,,,,,,,
-118.44,34.17,,,,,,,,,,
-122.31,37.52,,,,,,,,,,
-117.97,33.92,,,,,,,,,,
-117.71,34.05,,,,,,,,,,
-118.42,34.02,,,,,,,,,,
-120.25,37.11,,,,,,,,,,
-121.35,38.51,,,,,,,,,,
-120.25,38.55,,,,,,,,,,
-118.02,34.02,,,,,,,,,,
-120.66,35.26,,,,,,,,,,
-120.66,40.42,,,,,,,,,,
-118.15,35.06,,,,,,,,,,
-122.51,37.78,,,,,,,,,,
-120.46,34.65,,,,,,,,,,
-117.93,33.93,,,,,,,,,,
-118.21,33.97,,,,,,,,,,
-120.18,34.62,,,,,,,,,,
-122.14,37.43,,,,,,,,,,
-123.11,40.6,,,,,,,,,,
-117.94,33.84,,,,,,,,,,
-122.75,38.48,,,,,,,,,,
-121.61,37.15,,,,,,,,,,
-122.42,40.6,,,,,,,,,,
-119.16,34.95,,,,,,,,,,
-118.63,34.24,,,,,,,,,,
-121.95,36.98,,,,,,,,,,
-117.25,32.79,,,,,,,,,,
-119.18,34.22,,,,,,,,,,
-117.26,32.82,,,,,,,,,,
-117.07,32.79,,,,,,,,,,
-116.76,34.23,,,,,,,,,,
-118.25,34.13,,,,,,,,,,
-117.28,34.26,,,,,,,,,,
-122.57,38.11,,,,,,,,,,
-122.45,37.79,,,,,,,,,,
-117.77,33.71,,,,,,,,,,
-119.44,36.61,,,,,,,,,,
-118.32,33.93,,,,,,,,,,
-118.22,33.79,,,,,,,,,,
-122.65,38.48,,,,,,,,,,
-121.23,37.96,,,,,,,,,,
-117.86,34.09,,,,,,,,,,
-122.06,37.86,,,,,,,,,,
-117.36,34.1,,,,,,,,,,
-117.3,34.1,,,,,,,,,,
-122.14,38.03,,,,,,,,,,
-121.64,36.8,,,,,,,,,,
-122.24,38.01,,,,,,,,,,
-116.86,34.31,,,,,,,,,,
-122.71,37.88,,,,,,,,,,
-117.09,32.56,,,,,,,,,,
-122.25,37.47,,,,,,,,,,
-118.12,33.77,,,,,,,,,,
-120.96,37.67,,,,,,,,,,
-119.3,36.32,,,,,,,,,,
-117.39,33.96,,,,,,,,,,
-121,37.6,,,,,,,,,,
-117.09,32.64,,,,,,,,,,
-122.05,37.93,,,,,,,,,,
-120.43,34.87,,,,,,,,,,
-122.09,37.69,,,,,,,,,,
-118.46,34.01,,,,,,,,,,
-121.98,37.37,,,,,,,,,,
-121.97,37.76,,,,,,,,,,
-117.81,33.83,,,,,,,,,,
-118.16,33.89,,,,,,,,,,
-115.57,32.78,,,,,,,,,,
-117.62,33.42,,,,,,,,,,
-121.51,38.56,,,,,,,,,,
-117.11,32.75,,,,,,,,,,
-122.46,37.72,,,,,,,,,,
-122.01,37.58,,,,,,,,,,
-116.85,34.26,,,,,,,,,,
-122.18,37.15,,,,,,,,,,
-116.95,32.82,,,,,,,,,,
-117.23,32.74,,,,,,,,,,
-117.84,34.11,,,,,,,,,,
-122.49,37.76,,,,,,,,,,
-117.93,33.71,,,,,,,,,,
-118.18,33.74,,,,,,,,,,
-118.08,33.92,,,,,,,,,,
-118.3,34.01,,,,,,,,,,
-122.17,39.31,,,,,,,,,,
-117.14,32.75,,,,,,,,,,
-117.94,34.04,,,,,,,,,,
-121.74,37.19,,,,,,,,,,
-118.36,33.81,,,,,,,,,,
-122.44,37.78,,,,,,,,,,
-118.19,33.81,,,,,,,,,,
-117.29,33.19,,,,,,,,,,
-117.24,32.85,,,,,,,,,,
-117.24,32.8,,,,,,,,,,
-120.98,38.66,,,,,,,,,,
-119.63,36.76,,,,,,,,,,
-121.65,37.12,,,,,,,,,,
-121.9,37.44,,,,,,,,,,
-122.11,37.7,,,,,,,,,,
-118.29,33.95,,,,,,,,,,
-117.76,34.06,,,,,,,,,,
-118.32,34.08,,,,,,,,,,
-117.08,32.72,,,,,,,,,,
-117.13,32.79,,,,,,,,,,
-121.94,36.98,,,,,,,,,,
-118.23,33.96,,,,,,,,,,
-121.98,37.36,,,,,,,,,,
-118.28,34.12,,,,,,,,,,
-122.13,37.15,,,,,,,,,,
-118.2,33.78,,,,,,,,,,
-117.73,34.12,,,,,,,,,,
-117.99,33.69,,,,,,,,,,
-117.94,34.06,,,,,,,,,,
-117.39,34.11,,,,,,,,,,
-122,38.35,,,,,,,,,,
-120.98,37.59,,,,,,,,,,
-118.26,34.12,,,,,,,,,,
-122.16,37.68,,,,,,,,,,
-118.12,33.83,,,,,,,,,,
-117.88,33.79,,,,,,,,,,
-122.41,37.71,,,,,,,,,,
-122.39,37.73,,,,,,,,,,
-121.93,36.63,,,,,,,,,,
-120.31,38.02,,,,,,,,,,
-122.47,37.61,,,,,,,,,,
-117.68,34,,,,,,,,,,
-122.28,37.85,,,,,,,,,,
-117.18,32.92,,,,,,,,,,
-117.7,33.6,,,,,,,,,,
-122.48,37.75,,,,,,,,,,
-117.15,32.74,,,,,,,,,,
-119.9,36.79,,,,,,,,,,
-117.19,32.78,,,,,,,,,,
-118.39,34.03,,,,,,,,,,
-117.78,33.68,,,,,,,,,,
-119.67,36.65,,,,,,,,,,
-118.26,34.02,,,,,,,,,,
-122.24,38.01,,,,,,,,,,
-122.25,38.16,,,,,,,,,,
-117.32,33.8,,,,,,,,,,
-118.21,34.06,,,,,,,,,,
-119.77,36.8,,,,,,,,,,
-121.86,37.41,,,,,,,,,,
-117.97,33.88,,,,,,,,,,
-121.84,39.72,,,,,,,,,,
-118.51,34.2,,,,,,,,,,
-117.93,33.78,,,,,,,,,,
-117.75,33.61,,,,,,,,,,
-121.46,38.7,,,,,,,,,,
-119.28,36.32,,,,,,,,,,
-118.74,34.28,,,,,,,,,,
-119.33,36.19,,,,,,,,,,
-118.75,34.27,,,,,,,,,,
-118.21,33.93,,,,,,,,,,
-122.37,37.96,,,,,,,,,,
-121.98,37.28,,,,,,,,,,
-117.03,32.61,,,,,,,,,,
-117.28,34.41,,,,,,,,,,
-118.02,34.13,,,,,,,,,,
-117.9,34.06,,,,,,,,,,
-118.47,34.24,,,,,,,,,,
-122.49,37.86,,,,,,,,,,
-121.44,38.68,,,,,,,,,,
-118.36,34.2,,,,,,,,,,
-117.28,33.06,,,,,,,,,,
-122.43,37.73,,,,,,,,,,
-118.13,34.13,,,,,,,,,,
-118.05,33.95,,,,,,,,,,
-121.99,38.26,,,,,,,,,,
-122.47,37.78,,,,,,,,,,
-121.27,38.66,,,,,,,,,,
-122.24,37.81,,,,,,,,,,
-121.44,38.47,,,,,,,,,,
-118.12,33.77,,,,,,,,,,
-117.98,33.94,,,,,,,,,,
-118.07,34.16,,,,,,,,,,
-118.19,34.14,,,,,,,,,,
-118.21,34.12,,,,,,,,,,
-121.92,36.63,,,,,,,,,,
-117.97,33.84,,,,,,,,,,
-118.41,33.99,,,,,,,,,,
-119.44,36.6,,,,,,,,,,
-122.7,39.14,,,,,,,,,,
-122.3,37.56,,,,,,,,,,
-121.99,37.54,,,,,,,,,,
-118.38,33.98,,,,,,,,,,
-117.98,33.83,,,,,,,,,,
-117.96,33.68,,,,,,,,,,
-117.64,33.66,,,,,,,,,,
-121.29,37.33,,,,,,,,,,
-122.44,37.77,,,,,,,,,,
-118.33,33.98,,,,,,,,,,
-121.29,37.99,,,,,,,,,,
-121.8,37.35,,,,,,,,,,
-119.29,36.53,,,,,,,,,,
-118.11,34.03,,,,,,,,,,
-121.87,37.42,,,,,,,,,,
-122.09,37.7,,,,,,,,,,
-122.29,37.87,,,,,,,,,,
-117.11,32.66,,,,,,,,,,
-121.9,37.39,,,,,,,,,,
-117.52,33.88,,,,,,,,,,
-121.47,38.7,,,,,,,,,,
-122.28,37.52,,,,,,,,,,
-118.41,34.25,,,,,,,,,,
-122.25,37.8,,,,,,,,,,
-119.05,34.24,,,,,,,,,,
-118.26,34.06,,,,,,,,,,
-117.09,32.7,,,,,,,,,,
-117.39,34.07,,,,,,,,,,
-122.22,37.79,,,,,,,,,,
-118.43,34.04,,,,,,,,,,
-117.56,33.88,,,,,,,,,,
-118.13,34.16,,,,,,,,,,
-122.21,37.47,,,,,,,,,,
-118.08,33.78,,,,,,,,,,
-118.23,34.21,,,,,,,,,,
-117.23,32.73,,,,,,,,,,
-118.19,33.77,,,,,,,,,,
-117.17,32.81,,,,,,,,,,
-122,36.97,,,,,,,,,,
-120.61,35.12,,,,,,,,,,
-118.17,33.83,,,,,,,,,,
-117.86,33.89,,,,,,,,,,
-118.51,34.22,,,,,,,,,,
-118.26,33.9,,,,,,,,,,
-118.02,34.04,,,,,,,,,,
-118.37,34.1,,,,,,,,,,
-117.99,33.79,,,,,,,,,,
-122.42,37.71,,,,,,,,,,
-117.25,33.93,,,,,,,,,,
-122.04,37.85,,,,,,,,,,
-117.23,32.87,,,,,,,,,,
-117.16,32.81,,,,,,,,,,
-118.09,33.9,,,,,,,,,,
-118.08,34.07,,,,,,,,,,
-117.09,32.79,,,,,,,,,,
-121.66,37.13,,,,,,,,,,
-118.24,33.96,,,,,,,,,,
-122.02,37.53,,,,,,,,,,
-117.82,33.9,,,,,,,,,,
-118.21,33.94,,,,,,,,,,
-117.88,34,,,,,,,,,,
-118.11,33.86,,,,,,,,,,
-118.86,34.07,,,,,,,,,,
-122.49,38.32,,,,,,,,,,
-121.66,39.66,,,,,,,,,,
-122.33,37.93,,,,,,,,,,
-117.28,33.2,,,,,,,,,,
-122.16,37.72,,,,,,,,,,
-117.85,34.12,,,,,,,,,,
-119.26,35.5,,,,,,,,,,
-123.35,40.99,,,,,,,,,,
-118.14,34.16,,,,,,,,,,
-118.39,34.23,,,,,,,,,,
-117.03,32.79,,,,,,,,,,
-117.84,33.8,,,,,,,,,,
-116.69,33.5,,,,,,,,,,
-121.09,37.61,,,,,,,,,,
-117.14,32.76,,,,,,,,,,
-122.69,38.46,,,,,,,,,,
-121.13,38.55,,,,,,,,,,
-121.87,37.27,,,,,,,,,,
-117.91,33.66,,,,,,,,,,
-121.94,37.34,,,,,,,,,,
-121.83,37.95,,,,,,,,,,
-124.17,41.8,,,,,,,,,,
-118.33,34.06,,,,,,,,,,
-118.24,33.8,,,,,,,,,,
-122.59,38.12,,,,,,,,,,
-122.48,37.71,,,,,,,,,,
-120.73,37.38,,,,,,,,,,
-117.04,32.62,,,,,,,,,,
-118.44,34.27,,,,,,,,,,
-121,37.61,,,,,,,,,,
-117.84,33.89,,,,,,,,,,
-122.25,37.77,,,,,,,,,,
-118.36,34.1,,,,,,,,,,
-116.92,32.79,,,,,,,,,,
-121.94,38.35,,,,,,,,,,
-120.87,35.41,,,,,,,,,,
-118.1,33.83,,,,,,,,,,
-117.99,34.07,,,,,,,,,,
-121.49,37.94,,,,,,,,,,
-119.63,36.32,,,,,,,,,,
-121.89,39.76,,,,,,,,,,
-117.11,32.76,,,,,,,,,,
-118.14,34.07,,,,,,,,,,
-118.26,33.95,,,,,,,,,,
-122.35,40.56,,,,,,,,,,
-118.26,34.06,,,,,,,,,,
-117.82,33.71,,,,,,,,,,
-119.98,38.96,,,,,,,,,,
-118.43,34.09,,,,,,,,,,
-117.14,32.75,,,,,,,,,,
-118.47,34.3,,,,,,,,,,
-121.78,38.68,,,,,,,,,,
-122.28,37.8,,,,,,,,,,
-117.21,32.8,,,,,,,,,,
-121.46,38.54,,,,,,,,,,
-121.13,36.21,,,,,,,,,,
-122.53,37.97,,,,,,,,,,
-122.35,37.92,,,,,,,,,,
-122.12,37.28,,,,,,,,,,
-121.32,38.26,,,,,,,,,,
-121.91,36.62,,,,,,,,,,
-117.81,33.71,,,,,,,,,,
-119.71,36.81,,,,,,,,,,
-119.19,34.17,,,,,,,,,,
-117.82,33.79,,,,,,,,,,
-118.27,34.16,,,,,,,,,,
-118.33,34.1,,,,,,,,,,
-122.29,37.91,,,,,,,,,,
-118.02,33.82,,,,,,,,,,
-118.22,33.96,,,,,,,,,,
-116.89,32.82,,,,,,,,,,
-117.95,33.86,,,,,,,,,,
-122.27,37.48,,,,,,,,,,
